1102,281200098803967,277076930199807,277076930199807,277076930199807,277076930199807,263882790666495,263882790666495
1107,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575
1113,263882790667263,263882790667263,263882790667263,263882790667263,263882790667263,263882790667263,263882790667263
1114,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903
1117,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575
1119,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575
1120,263882790667263,263882790667263,263882790667263,263882790667263,263882790667263,263882790667263,263882790667263
1122,211106232533247,211106232533247,211106232533247,211106232533247,211106232533247,211106232533247,211106232533247
1123,263882790667263,263882790667263,263882790667263,263882790667263,263882790667263,263882790667263,263882790667263
1128,263882790667263,263882790667263,263882790667263,263882790667263,263882790667263,263882790667263,263882790667263
1130,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575
1131,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575
1134,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575
1139,280375465083135,280375465083135,280375465083135,280375465083135,280375465083135,277076930199807,277076930199807
1140,281200098803967,281200098803967,281200098803967,281200098803967,281200098803967,280375465083135,280375465083135
1202,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903
1209,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575
1228,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903
1237,280375465083135,280375465083135,280375465083135,280375465083135,280375465083135,280375465083135,280375465083135
1243,263882790667263,263882790667263,263882790667263,263882790667263,263882790667263,263882790667263,263882790667263
1249,277076930199615,277076930199615,277076930199615,277076930199615,277076930199615,277076930199615,277076930199615
1255,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903
1259,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575
1266,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575
1283,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575,277076930200575
1285,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903
1287,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903
1292,281473902969855,281473902969855,281473902969855,281473902969855,281473902969855,281473902969855,281473902969855
1293,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903,280375465083903
1294,263882790666303,263882790666303,263882790666303,263882790666303,263882790666303,263882790666303,263882790666303
